資產類別,資產名稱,威脅,威脅說明,威脅 Reference,威脅源,威脅源說明,威脅源 Reference,弱點,弱點說明,弱點 Reference
資料,電子紀錄 (日誌),59. 日誌輪替(Rotation)導致資訊遺失 (Information loss during log rotation),在輪替日誌檔（將舊檔壓縮歸檔）的瞬間，若有新的日誌寫入，可能因處理不當而遺失。,"ISO/IEC 27005, A.10, TO01",結構性因素,Logrotate腳本的設定存在競爭條件(Race Condition)，在移動檔案與重啟服務之間有時間差。,"NIST SP 800-30, D-2",日誌輪替機制設定不當,使用了不夠穩健的日誌輪替工具或設定，在高負載情況下可能出錯。,"CNS 27001, A.8.15"
資料,電子紀錄 (日誌),60. 法律管轄權問題 (Jurisdictional issues),將日誌儲存在國外的雲端伺服器上，可能違反本地資料落地(Data Residency)法規，或在調查時面臨跨國法律的挑戰。,"ISO/IEC 27005, A.10, TL01",結構性因素,為了成本考量，選擇了位於國外資料中心的雲端SIEM服務。,"NIST SP 800-30, D-2",未評估雲端服務的法律遵循性,在選擇雲端日誌管理服務時，未將資料主權與法律管轄權納入評估項目。,"CNS 27001, A.5.32"
資料,電子紀錄 (備份檔案),61. 備份資料遭勒索軟體加密 (Backup encryption by ransomware),勒索軟體透過網路芳鄰擴散，感染並加密了存放備份檔案的伺服器或NAS。,"ISO/IEC 27005, A.10, TH10",外部攻擊者,攻擊者取得內網權限後，橫向移動至備份主機，並部署勒索軟體。,"NIST SP 800-30, D-2",備份與生產網路未隔離,備份儲存設備與日常使用的網路直接相連，且使用相同的帳號權限進行存取。,"CNS 27001, A.8.13"
資料,電子紀錄 (備份檔案),62. 備份媒體老化毀損 (Media degradation),長期存放的備份磁帶或光碟因環境溫濕度不當或超過保存年限，導致資料無法讀取。,"ISO/IEC 27005, A.10, TO01",結構性因素,磁帶儲存環境過於潮濕，導致發霉而無法使用。,"NIST SP 800-30, D-2",未定期檢驗備份媒體狀態,沒有排程定期抽樣測試舊的備份媒體，以確保其仍可正常讀取與還原。,"CNS 27001, A.7.10"
資料,電子紀錄 (備份檔案),63. 還原失敗 (Restore failure),備份過程中發生未被察覺的錯誤，導致備份檔本身已損毀(corrupted)，在需要時無法成功還原。,"ISO/IEC 27005, A.10, TO01",結構性因素 / 備份軟體,備份軟體有Bug，或在寫入過程中因網路瞬斷，造成備份檔不完整。,"NIST SP 800-30, D-2",未定期執行備份還原測試,僅檢查備份工作是否回報「成功」，但從未實際將備份資料還原到測試機進行驗證。,"CNS 27001, A.8.13"
資料,電子紀錄 (備份檔案),64. 備份未包含所有關鍵資料 (Incomplete backup scope),備份工作設定時，遺漏了某些重要的系統、資料庫或設定檔，導致災難發生時無法完全回復。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),新上線的系統未被納入既有的備份排程中。,"NIST SP 800-30, G-4",備份範圍未與資產盤點連結,備份政策未要求定期與最新的資產清單進行核對，以確保所有關鍵資產都被納入備份。,"CNS 27001, A.8.13"
資料,電子紀錄 (備份檔案),65. 備份加密金鑰遺失 (Loss of backup encryption key),備份資料有加密，但保管加密金鑰的檔案或密碼遺失，導致即使有備份檔也無法解密還原。,"ISO/IEC 27005, A.10, TH08",內部人員 (意外),負責備份的IT人員將金鑰存放在自己的電腦，但該電腦硬碟損毀且人員已離職。,"NIST SP 800-30, G-4",金鑰管理程序不當,缺乏安全、集中且具備備援機制的金鑰管理系統或程序。,"CNS 27001, A.8.24"
資料,電子紀錄 (備份檔案),66. 備份時間過長影響系統效能 (Backup window impacting performance),全備份作業需要很長時間，其產生的大量I/O與網路流量，影響了生產系統在上班時間的正常效能。,"ISO/IEC 27005, A.10, TO02",結構性因素,資料量成長快速，但備份架構（網路、儲存）未隨之升級，導致備份時間不斷延長。,"NIST SP 800-30, D-2",備份策略規劃不當,未能有效利用差異備份(Differential)或增量備份(Incremental)來縮短每日的備份窗口。,"CNS 27001, A.8.13"
資料,電子紀錄 (備份檔案),67. 異地備份存放點同時發生災難 (Concurrent disaster at offsite location),異地備份中心與主資料中心的距離過近，當發生大規模區域性災難（如地震、洪水）時，兩地可能同時受災。,"ISO/IEC 27005, A.10, TP01",環境因素,公司在台北，而異地備份中心設在新北，若發生影響整個北部的大地震，可能同時失效。,"NIST SP 800-30, D-2",災難復原計畫選址不當,在選擇異地備援地點時，未進行地理風險評估，考慮到地震帶、水患區因素。,"CNS 27001, A.5.30"
資料,電子紀錄 (備份檔案),68. 備份遭內部人員惡意刪除 (Malicious deletion by insider),對公司不滿的網管人員，在離職前登入備份系統，刪除所有線上及近線的備份資料。,"ISO/IEC 27005, A.10, TH08",敵對的內部人員,系統管理員利用其最高權限，執行了刪除所有備份集的指令。,"NIST SP 800-30, D-2",缺乏職責區隔與不可變儲存,備份管理員的權限過大，且備份儲存設備未啟用防寫(WORM)或不可變(Immutable)功能。,"CNS 27001, A.5.15"
資料,電子紀錄 (備份檔案),69. 備份軟體漏洞遭利用 (Exploitation of backup software vulnerability),備份軟體本身存在遠端執行漏洞，攻擊者可利用此漏洞來控制備份伺服器，進而竊取或破壞所有備份資料。,"NIST SP 800-30, H-4",外部攻擊者,攻擊者掃描到暴露在外的備份伺服器管理介面，並利用已公開的CVE漏洞取得控制權。,"NIST SP 800-30, D-2",未及時更新備份軟體,備份軟體被視為內部系統而忽略其安全性，未像對外服務一樣頻繁地進行漏洞修補。,"CNS 27001, A.8.8"
資料,電子紀錄 (備份檔案),70. 雲端備份帳號遭接管 (Cloud backup account takeover),備份到公有雲儲存的帳號(Access Key)外洩，導致攻擊者可存取、下載或刪除雲端上的所有備份資料。,"ISO/IEC 27005, A.10, TH07",外部攻擊者,開發人員不慎將包含雲端儲存Access Key的程式碼上傳到公開的GitHub儲存庫。,"NIST SP 800-30, D-2",雲端存取金鑰管理不善,未使用IAM Role更安全的方式授權，而是將高權限的Access Key長期存放在主機或程式碼中。,"CNS 27001, A.8.1"
資料,電子紀錄 (組態檔),71. 組態設定錯誤 (Misconfiguration),管理員在修改組態檔時，因語法錯誤或參數設定不當，導致服務啟動失敗或運作異常。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),"維護人員在修改防火牆設定檔時，不慎將 ""Deny"" 寫成 ""Allow""，造成安全漏洞。","NIST SP 800-30, G-4",缺乏變更管理程序,組態變更前未經過同儕審核(Peer Review)或在測試環境中先行驗證。,"CNS 27001, A.8.32"
資料,電子紀錄 (組態檔),72. 組態檔中包含明文密碼 (Plaintext passwords in config),應用程式的組態檔中，以明文方式儲存了資料庫或其他後端服務的連線密碼。,"ISO/IEC 27005, A.10, TH07",開發人員/維運人員,開發者為了方便，將密碼硬式編碼(Hard-code)在設定檔中，而非使用安全的金鑰管理系統。,"NIST SP 800-30, G-4",缺乏安全開發與部署規範,安全規範中未要求或未落實對組態檔中的機敏資訊進行加密或雜湊保護。,"CNS 27001, A.8.26"
資料,電子紀錄 (組態檔),73. 組態檔未納入備份 (Configuration files excluded from backup),備份時僅備份了資料，但遺漏了作業系統、應用程式的組態檔，導致系統重建時耗費大量時間重新設定。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),設定備份路徑時，僅選擇了資料庫檔案所在的目錄，未包含設定檔所在的目錄。,"NIST SP 800-30, G-4",備份範圍定義不清,未完整盤點系統回復所需的全部元件，包含作業系統狀態、驅動程式、登錄檔與組態檔。,"CNS 27001, A.8.13"
資料,電子紀錄 (組態檔),74. 組態檔未納入版本控制 (Lack of version control for configurations),組態檔的變更未被記錄，當發生問題時，無法追蹤是誰、在何時、做了什麼變更，也無法快速回復到上一個穩定版本。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),管理員直接在生產主機上用vi修改設定檔，未透過版控系統(如Git)進行管理。,"NIST SP 800-30, G-4",未導入基礎設施即程式碼(IaC)實踐,"未使用Ansible, Terraform工具來管理組態檔，使得所有變更都缺乏紀錄與審核。","CNS 27001, A.8.32"
資料,電子紀錄 (組態檔),75. 預設組態檔不安全 (Insecure default configurations),安裝新軟體後，直接使用廠商提供的預設組態檔，而該預設檔可能為了易用性而犧牲了安全性（如啟用匿名存取）。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),安裝FTP伺服器後，未修改預設設定，導致任何人都可以匿名登入並上傳檔案。,"NIST SP 800-30, G-4",缺乏安全基準(Hardening)指南,沒有一份標準化的檢查清單，指導管理員在部署新系統後應調整哪些不安全的預設值。,"CNS 27001, A.8.9"
資料,電子紀錄 (組態檔),76. 組態檔權限設定不當 (Improper file permissions),組態檔被設定為任何人皆可讀取，導致非管理員也能看到其中可能包含的敏感資訊（如連線字串）。,"ISO/IEC 27005, A.10, TH07",內部人員 (意外),為了排除一個應用程式讀取設定檔的權限問題，管理員便宜行事，直接將檔案權限設為777。,"NIST SP 800-30, G-4",缺乏對檔案權限的定期審核,沒有定期檢查重要系統檔案的權限設定是否符合最小權限原則。,"CNS 27001, A.5.15"
資料,電子紀錄 (組態檔),77. 組態檔遭惡意軟體修改 (Modification by malware),惡意軟體（特別是Rootkit）為了隱藏蹤跡或建立後門，會修改作業系統的核心組態檔。,"ISO/IEC 27005, A.10, TH10",外部攻擊者,攻擊者修改sshd_config以允許密碼登入，或修改hosts檔案以劫持域名。,"NIST SP 800-30, D-2",缺乏檔案完整性監控(FIM),沒有部署工具(如Tripwire)來偵測核心系統檔案是否被未經授權地修改，並發出告警。,"CNS 27001, A.8.16"
資料,電子紀錄 (組態檔),78. 組態漂移 (Configuration drift),多台功能相同的伺服器，其組態檔理應一致，但隨著時間過去，因手動維護而漸漸產生差異，導致管理複雜與非預期錯誤。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),為了緊急修復問題，管理員只在一台負載平衡的Web伺服器上修改了設定，忘了修改另一台。,"NIST SP 800-30, G-4",缺乏組態管理與自動化工具,"未使用Puppet, Chef工具來確保一組伺服器的組態檔能維持在一致的狀態。","CNS 27001, A.8.9"
資料,電子紀錄 (組態檔),79. 測試用組態被部署到生產環境 (Deployment of test configuration),開發人員在測試環境中使用的組態檔（如關閉HTTPS驗證、啟用偵錯模式）被錯誤地一起打包部署到生產環境。,"ISO/IEC 27005, A.10, TI03",開發人員 (意外),CI/CD流程設計不當，未將不同環境的組態檔嚴格分離。,"NIST SP 800-30, G-4",部署流程(Deployment pipeline)不完善,自動化部署流程中，缺乏一個步驟來驗證或替換適合生產環境的組態檔。,"CNS 27001, A.8.32"
資料,電子紀錄 (組態檔),80. 組態檔中的註解洩漏過多資訊 (Information leakage via comments),組態檔的註解中，包含了過多內部資訊，如舊密碼、開發人員姓名、內部主機IP位址。,"ISO/IEC 27005, A.10, TH07",開發人員 (意外),"開發者在註解中寫下「暫時移除驗證，// user: admin, pass: password123」，但事後未移除。","NIST SP 800-30, G-4",缺乏程式碼與組態檔審查,沒有要求在提交程式碼或變更組態檔時，必須審查並移除不必要的註解與敏感資訊。,"CNS 27001, A.8.28"
資料,電子紀錄 (原始碼),81. 原始碼智慧財產遭竊 (Theft of source code),存放原始碼的版本控制系統(如Git)帳號外洩，導致公司核心資產被外部人員竊取。,"ISO/IEC 27005, A.10, TH06",外部攻擊者,駭客透過網路釣魚取得開發人員的Git帳號密碼，並下載了整個程式碼儲存庫。,"NIST SP 800-30, D-2",版本控制系統缺乏多因子驗證(MFA),僅使用帳號密碼即可登入原始碼管理平台，一旦密碼洩漏即門戶大開。,"CNS 27001, A.8.5"
資料,電子紀錄 (原始碼),82. 原始碼中存在惡意後門 (Malicious code injection),供應鏈攻擊中，外部攻擊者或惡意內部人員在原始碼中植入後門程式，以便日後利用。,"NIST SP 800-30, D-2",敵對的內部人員/供應商,離職員工在最後一天上班時，於原始碼中加入一個可遠端執行的後門。,"NIST SP 800-30, D-2",缺乏程式碼審查(Code Review)流程,所有開發人員提交的程式碼在合併前，都未經過另一位開發人員或安全團隊的審查。,"CNS 27001, A.8.28"
資料,電子紀錄 (原始碼),83. 原始碼中包含硬式編碼的密鑰 (Hard-coded credentials),程式碼中直接寫入了資料庫密碼、API金鑰或其他密碼，而非從安全的金鑰庫中讀取。,"ISO/IEC 27005, A.10, TH07",開發人員 (意外),開發人員為了方便在本機測試，將密碼寫死在程式裡，提交時忘了移除。,"NIST SP 800-30, G-4",未使用機密管理工具,"沒有導入Vault, AWS Secrets Manager工具來集中管理並在執行期(runtime)提供密鑰給應用程式。","CNS 27001, A.8.26"
資料,電子紀錄 (原始碼),84. 使用有漏洞的第三方函式庫 (Use of vulnerable third-party libraries),專案中引用的開源或商業函式庫存在已知的安全漏洞(CVE)，但開發人員未察覺或未更新。,"NIST SP 800-30, H-4",開發人員 (意外),專案多年前建立，使用了當時最新版的Struts2，但之後再也沒更新過，導致存在遠端執行漏洞。,"NIST SP 800-30, G-4",缺乏軟體組成分析(SCA)工具,沒有工具可以自動掃描專案，分析其相依的函式庫是否存在已知的安全漏洞。,"CNS 27001, A.8.29"
資料,電子紀錄 (原始碼),85. 程式碼邏輯錯誤導致安全漏洞 (Security flaws from logical errors),程式碼的邏輯不嚴謹，導致可被繞過，例如在驗證了使用者身分後，卻未在後續操作中檢查其權限。,"ISO/IEC 27005, A.10, TI03",開發人員 (意外),開發者設計了一個多階段的交易流程，但攻擊者發現可以直接跳到最後一個步驟來完成交易。,"NIST SP 800-30, G-4",開發人員缺乏安全開發訓練,開發團隊未接受過安全編碼(Secure Coding)的訓練，不了解常見的漏洞類型與防禦方法。,"CNS 27001, A.6.3"
